transaction_id,customer_id,amount,payment_method,failure_reason,retry_count,hours_since_failure,previous_payments,previous_successes,previous_failures,customer_lifetime_value,customer_tenure_days,avg_previous_amount,payment_success_rate,days_since_last_success,failed_payment_count_30d,recovered
TX009571,C14252,5327.98,UPI,TEMPORARY,0,69.29,15,12,3,60283.03,760,7250.87,0.7756360930064581,46.85,3,0
TX009572,C13021,2126.17,UPI,TEMPORARY,0,0.73,15,13,2,23325.74,51,2127.5,0.8419180855163487,31.19,0,1
TX009573,C02441,2591.24,UPI,BANK_DECLINE,0,24.9,20,18,2,31793.56,779,1824.44,0.9135726067499318,109.94,1,0
TX009574,C04784,1235.35,UPI,NETWORK_ERROR,1,21.73,20,18,2,20718.83,612,1195.08,0.8916771738043298,22.07,4,0
TX009575,C10670,3236.72,CARD,BANK_DECLINE,1,0.42,13,10,3,31023.0,468,2824.7,0.7945125597044977,1.79,1,0
TX009576,C11244,1097.13,UPI,NETWORK_ERROR,0,3.52,22,19,3,13219.03,1158,1187.45,0.8608049998315218,9.59,3,1
TX009577,C05255,1515.8,UPI,PERMANENT_DECLINE,2,12.71,25,22,3,19962.57,694,1485.58,0.8960900631300657,36.75,0,0
TX009578,C02053,5192.48,UPI,BANK_DECLINE,0,7.04,16,14,2,60093.49,651,8021.67,0.8561252551216708,15.12,0,0
TX009579,C02054,6159.42,CARD,INSUFFICIENT_FUNDS,2,8.89,18,17,1,74649.16,987,6669.67,0.9216724798710513,32.31,0,0
TX009580,C10269,22238.57,NETBANKING,NETWORK_ERROR,1,1.8,15,11,4,150000.0,475,20765.47,0.7633020926483816,30.91,1,0
TX009581,C06813,1970.05,UPI,TEMPORARY,0,16.66,17,14,3,22624.81,248,1810.65,0.8061037627788894,30.18,1,1
TX009582,C07367,616.15,UPI,TEMPORARY,1,8.12,19,15,4,6331.13,1136,315.86,0.7969147819923532,30.16,0,1
TX009583,C12231,6836.18,UPI,TEMPORARY,0,1.08,10,9,1,77213.97,565,7192.46,0.9012949549689696,6.66,2,0
TX009584,C00253,364.73,CARD,TEMPORARY,1,43.9,21,20,1,6120.11,788,736.96,0.94389403545702,85.19,1,1
TX009585,C11318,4485.14,UPI,INSUFFICIENT_FUNDS,0,13.5,24,22,2,58678.38,390,5985.46,0.9231118363226222,46.34,0,0
TX009586,C04114,1516.36,UPI,BANK_DECLINE,0,4.59,16,13,3,24020.79,486,1707.5,0.8252771564520298,18.45,1,1
TX009587,C13969,6224.27,UPI,EXPIRED_CARD,0,2.47,21,19,2,87052.09,385,5139.99,0.8866327417601876,20.08,0,1
TX009588,C14331,2085.77,NETBANKING,PERMANENT_DECLINE,1,14.66,15,11,4,22918.01,500,1349.66,0.7232302958298444,3.24,1,0
TX009589,C07533,2461.04,UPI,TEMPORARY,0,3.11,17,14,3,32293.34,1122,1798.76,0.8238700868011392,16.76,1,1
TX009590,C04738,2040.62,CARD,INSUFFICIENT_FUNDS,1,0.29,28,27,1,24061.17,514,1931.88,0.9583273971741197,57.82,1,0
TX009591,C03498,4448.18,UPI,NETWORK_ERROR,0,0.91,25,21,4,55119.85,345,3500.38,0.8492929821231608,75.03,1,1
TX009592,C02722,2352.37,UPI,INSUFFICIENT_FUNDS,0,10.3,13,11,2,32806.7,495,1805.18,0.8555966036912093,12.54,1,0
TX009593,C14989,4762.81,UPI,INSUFFICIENT_FUNDS,0,12.29,13,11,2,50925.29,219,9387.16,0.842081617940473,39.53,1,0
TX009594,C02813,2292.3,UPI,INSUFFICIENT_FUNDS,0,6.04,14,13,1,32778.56,422,1671.27,0.9095134774334386,12.31,1,1
TX009595,C06699,1980.76,CARD,TEMPORARY,0,11.22,13,10,3,24975.71,277,938.37,0.7515197259981305,8.2,1,1
TX009596,C07189,1890.67,CARD,BANK_DECLINE,1,3.4,18,17,1,31334.7,578,1677.72,0.9309431947650585,8.62,0,0
TX009597,C10188,451.66,WALLET,BANK_DECLINE,0,9.18,31,27,4,9358.94,1008,408.86,0.8640019917872881,27.07,0,1
TX009598,C12640,1619.28,UPI,NETWORK_ERROR,0,22.27,16,13,3,24115.96,106,1298.09,0.7943739171819559,13.13,0,1
TX009599,C08370,1293.31,CARD,PERMANENT_DECLINE,0,8.41,19,16,3,13700.52,1077,1002.61,0.8210748511669268,13.79,0,1
TX009600,C11371,792.54,UPI,INSUFFICIENT_FUNDS,0,42.6,15,13,2,20084.87,498,729.19,0.8599076137389089,66.03,0,1
TX009601,C08501,1537.29,UPI,TEMPORARY,1,16.83,19,16,3,23131.93,210,1614.43,0.8579603331910898,28.34,2,0
TX009602,C06553,1581.77,UPI,INSUFFICIENT_FUNDS,1,1.36,21,16,5,19768.45,1052,2456.94,0.7454866721318956,78.49,1,0
TX009603,C02367,2818.11,CARD,PERMANENT_DECLINE,0,2.12,17,14,3,34143.57,658,1856.32,0.8243265327952843,64.34,2,1
TX009604,C03131,1492.69,WALLET,NETWORK_ERROR,0,8.55,19,18,1,20979.71,582,2029.32,0.9341493485682999,16.9,0,1
TX009605,C06487,816.59,UPI,TEMPORARY,0,13.6,17,13,4,10453.09,1009,606.02,0.7772567427486496,30.49,3,1
TX009606,C00691,1878.08,CARD,TEMPORARY,0,3.76,21,18,3,24617.84,634,1263.21,0.8604562885140896,0.96,1,1
TX009607,C04746,1242.52,CARD,NETWORK_ERROR,0,9.66,23,18,5,13793.74,223,860.19,0.8021943777957977,20.8,4,1
TX009608,C06940,2095.34,CARD,EXPIRED_CARD,0,5.22,20,17,3,33756.42,614,1709.35,0.8326910123597505,12.62,0,1
TX009609,C07090,2110.84,UPI,TEMPORARY,2,1.45,10,8,2,19132.04,332,1740.47,0.7673198041129463,118.43,1,1
TX009610,C12222,1548.56,UPI,PERMANENT_DECLINE,0,1.91,16,14,2,19047.38,1101,1487.38,0.8955457495299104,26.69,0,1
TX009611,C14515,1958.63,CARD,TEMPORARY,0,8.82,19,17,2,28981.61,951,2411.9,0.8741693730704312,32.31,0,1
TX009612,C10946,5765.68,CARD,TEMPORARY,0,3.01,15,12,3,64009.45,1057,5171.25,0.8029958790423801,44.42,1,1
TX009613,C01194,738.74,UPI,TEMPORARY,1,37.89,16,11,5,10671.34,151,373.88,0.6701403448757489,9.6,2,0
TX009614,C06130,3170.45,UPI,EXPIRED_CARD,3,49.13,13,9,4,26769.34,347,2775.03,0.6794526000906616,6.67,2,0
TX009615,C10949,7724.66,UPI,BANK_DECLINE,0,2.56,12,10,2,77551.54,375,11252.69,0.8353908358246418,14.85,0,0
TX009616,C08921,591.14,WALLET,BANK_DECLINE,0,4.49,21,17,4,17534.3,730,489.89,0.8000369761799215,0.56,1,0
TX009617,C06867,2684.52,CARD,INSUFFICIENT_FUNDS,1,0.73,19,17,2,46760.81,66,2751.88,0.8854986240091968,42.65,2,0
TX009618,C06544,5523.25,CARD,INSUFFICIENT_FUNDS,0,1.63,12,8,4,34133.28,110,4574.18,0.6254309668107568,19.41,1,1
TX009619,C06090,1084.75,UPI,BANK_DECLINE,0,1.76,17,16,1,16148.36,458,1784.67,0.9309323253640603,55.58,0,1
TX009620,C08686,694.33,NETBANKING,PERMANENT_DECLINE,1,3.74,15,13,2,15786.83,1057,992.03,0.8967003554619811,18.95,1,1
TX009621,C02682,2262.0,UPI,BANK_DECLINE,0,5.87,18,14,4,23991.15,905,2237.78,0.7813976345784263,38.91,0,1
TX009622,C07763,1038.39,UPI,TEMPORARY,0,14.58,18,16,2,15630.02,120,904.08,0.8953430145539645,12.37,1,1
TX009623,C03089,691.32,UPI,BANK_DECLINE,0,1.35,29,25,4,10304.38,295,761.45,0.8620074305359378,33.98,0,1
TX009624,C10215,1775.06,UPI,NETWORK_ERROR,1,9.53,25,21,4,23492.84,353,2370.25,0.8506469854531056,12.52,2,1
TX009625,C12972,2620.04,UPI,TEMPORARY,0,0.72,12,10,2,27159.99,1159,3489.16,0.8012223200533541,26.99,1,1
TX009626,C07616,3347.77,UPI,NETWORK_ERROR,0,1.39,24,22,2,43447.71,808,2862.33,0.9114515320433055,121.78,0,1
TX009627,C05814,2376.03,WALLET,PERMANENT_DECLINE,0,4.67,16,14,2,24675.92,535,3491.8,0.8451373897816863,131.06,1,0
TX009628,C14110,3367.29,UPI,EXPIRED_CARD,0,28.54,22,19,3,40713.94,49,3370.89,0.8700792720088022,130.11,0,0
TX009629,C09896,4273.51,CARD,NETWORK_ERROR,0,5.03,22,18,4,47110.38,262,3312.23,0.8322321515880453,18.91,3,0
TX009630,C06421,1429.62,UPI,PERMANENT_DECLINE,0,12.97,17,16,1,22729.4,475,1000.18,0.9591210231272421,12.44,0,1
TX009631,C00432,1769.75,UPI,TEMPORARY,1,31.3,13,11,2,18980.49,1052,1666.53,0.8218831625707368,5.07,1,1
TX009632,C00239,660.24,UPI,NETWORK_ERROR,1,9.87,13,11,2,7767.37,712,602.13,0.8546545583482859,25.02,1,1
TX009633,C03323,1592.11,UPI,EXPIRED_CARD,0,3.52,16,14,2,21459.56,245,1244.43,0.8520517510208769,9.4,0,1
TX009634,C03546,434.91,UPI,NETWORK_ERROR,0,2.53,18,15,3,10716.57,694,412.01,0.8441824524921178,3.38,1,1
TX009635,C10821,545.59,UPI,PERMANENT_DECLINE,0,9.08,22,19,3,12043.09,69,476.51,0.8481697018056347,75.96,0,1
TX009636,C07510,1454.42,CARD,INSUFFICIENT_FUNDS,0,26.86,17,14,3,19833.57,493,2393.35,0.798589932484633,19.8,4,0
TX009637,C15000,2847.74,CARD,BANK_DECLINE,1,1.66,22,17,5,30780.07,926,1237.98,0.7896737707752026,16.86,1,0
TX009638,C08109,546.22,CARD,BANK_DECLINE,2,26.01,16,14,2,13460.17,184,663.37,0.9033059272095947,4.65,1,0
TX009639,C13547,4276.41,UPI,INSUFFICIENT_FUNDS,1,36.9,17,15,2,50872.05,380,4384.16,0.8749953679842796,184.19,1,0
TX009640,C08286,1876.28,UPI,PERMANENT_DECLINE,0,6.55,18,14,4,18149.82,438,2423.12,0.7648897980329583,1.05,1,0
TX009641,C05373,5156.02,WALLET,BANK_DECLINE,0,19.58,23,20,3,64438.59,819,3184.34,0.8807077681287463,2.02,1,0
TX009642,C10719,2884.5,UPI,NETWORK_ERROR,1,4.21,17,12,5,36827.62,553,2896.85,0.7203694923231116,55.97,1,1
TX009643,C06742,1224.1,NETBANKING,TEMPORARY,1,26.71,22,19,3,19178.89,514,1443.02,0.8795418884158814,23.8,0,1
TX009644,C04120,1413.74,NETBANKING,INSUFFICIENT_FUNDS,0,9.55,13,11,2,16805.73,783,1355.96,0.8728331389438091,7.92,1,0
TX009645,C07099,4695.26,UPI,PERMANENT_DECLINE,0,0.2,11,8,3,37408.63,531,3980.38,0.7070307178029347,123.88,2,0
TX009646,C09974,1158.82,NETBANKING,TEMPORARY,0,3.43,26,20,6,13219.01,382,1061.29,0.7643232323253689,5.43,2,1
TX009647,C05634,1206.81,UPI,EXPIRED_CARD,0,1.67,18,14,4,14165.95,1140,990.84,0.7607095195056125,102.87,1,1
TX009648,C10561,1011.39,UPI,INSUFFICIENT_FUNDS,0,6.55,18,16,2,15830.04,748,1106.6,0.8913862352154192,83.42,2,1
TX009649,C14711,778.12,CARD,INSUFFICIENT_FUNDS,0,10.08,11,9,2,18224.66,1032,1011.69,0.8449966392447756,65.16,0,1
TX009650,C06170,4092.98,CARD,TEMPORARY,0,30.32,20,18,2,56555.69,925,3959.63,0.916354906201934,44.57,2,1
TX009651,C04429,1814.9,NETBANKING,BANK_DECLINE,1,46.04,19,18,1,31445.32,194,1159.9,0.9363975776095184,4.17,1,0
TX009652,C06033,4065.35,UPI,EXPIRED_CARD,1,26.82,17,13,4,32294.08,899,4217.09,0.735792749289826,15.16,1,0
TX009653,C12574,1486.71,UPI,BANK_DECLINE,1,7.05,18,14,4,15630.39,917,1678.4,0.7993448167652079,22.44,1,0
TX009654,C02684,2167.9,UPI,BANK_DECLINE,1,23.95,26,23,3,31849.72,64,2558.85,0.8931247957236985,78.02,1,0
TX009655,C14606,1434.31,UPI,EXPIRED_CARD,1,0.3,14,11,3,19415.34,358,1734.22,0.8081168370009143,42.62,1,1
TX009656,C06210,2484.95,UPI,NETWORK_ERROR,0,2.65,22,19,3,32539.3,32,3439.71,0.8568001554117114,24.37,0,1
TX009657,C12625,19401.57,CARD,INSUFFICIENT_FUNDS,3,2.8,19,16,3,150000.0,511,17031.52,0.8683226284576315,0.99,0,0
TX009658,C11803,728.26,UPI,INSUFFICIENT_FUNDS,0,7.18,15,12,3,9955.15,763,408.48,0.8075143240969916,25.36,0,0
TX009659,C11754,1583.17,UPI,BANK_DECLINE,0,12.27,21,14,7,15075.56,401,1626.88,0.6637603123084035,60.3,3,0
TX009660,C13635,815.69,UPI,TEMPORARY,1,5.94,15,14,1,12702.3,685,458.7,0.940866266819771,55.94,1,1
TX009661,C02773,1656.83,UPI,BANK_DECLINE,0,16.65,23,20,3,21650.87,828,1103.68,0.8614780934261117,18.93,0,1
TX009662,C08905,2479.88,UPI,BANK_DECLINE,0,13.59,22,20,2,31477.73,268,6509.64,0.9172380407003796,44.25,1,1
TX009663,C01486,4320.74,UPI,EXPIRED_CARD,0,1.64,12,9,3,53533.76,849,3596.93,0.7265529833507003,48.23,3,0
TX009664,C04491,938.55,UPI,TEMPORARY,1,1.16,17,14,3,15904.69,1071,425.69,0.8512740855082969,21.29,1,1
TX009665,C00609,4881.34,UPI,TEMPORARY,0,26.52,17,11,6,32426.12,493,4575.68,0.6553506632557405,43.89,2,0
TX009666,C10235,944.86,NETBANKING,TEMPORARY,0,5.04,17,15,2,20716.52,914,743.51,0.8993507123698118,43.55,0,1
TX009667,C09116,2434.15,CARD,EXPIRED_CARD,0,1.43,23,18,5,26340.05,860,1921.72,0.8041796402372985,47.44,2,0
TX009668,C11103,1461.69,CARD,BANK_DECLINE,0,3.27,15,13,2,28696.88,110,1014.66,0.8746698437176372,39.67,0,1
TX009669,C02644,725.59,NETBANKING,BANK_DECLINE,0,16.26,14,10,4,14960.76,1103,678.74,0.7404708118872642,27.38,3,0
TX009670,C04984,5062.51,CARD,INSUFFICIENT_FUNDS,0,7.47,20,18,2,67466.74,1081,3433.73,0.9011795648539469,5.34,1,0
TX009671,C10146,790.73,CARD,BANK_DECLINE,0,18.62,20,18,2,18248.79,383,1075.3,0.8827667610388591,7.7,1,1
TX009672,C12399,2964.68,CARD,EXPIRED_CARD,1,3.23,18,14,4,32886.21,241,3719.73,0.7856726410398195,60.83,2,0
TX009673,C13286,1414.13,UPI,NETWORK_ERROR,1,11.95,21,17,4,17036.84,287,1468.3,0.7860267168184224,3.98,0,0
TX009674,C01106,1011.05,CARD,TEMPORARY,0,4.49,24,23,1,18037.33,383,1045.26,0.9761828262156631,0.96,0,1
TX009675,C06038,2843.07,CARD,INSUFFICIENT_FUNDS,0,8.68,25,23,2,41095.84,388,2495.71,0.9072460816406845,52.4,1,1
TX009676,C00162,941.03,UPI,PERMANENT_DECLINE,0,22.93,15,14,1,14079.6,922,1441.6,0.9124654999682654,20.36,2,0
TX009677,C12278,1277.73,WALLET,INSUFFICIENT_FUNDS,2,7.71,21,19,2,22825.84,450,1035.67,0.8987514527860228,8.46,1,0
TX009678,C01845,1548.95,UPI,BANK_DECLINE,0,4.19,20,16,4,17232.15,66,1651.4,0.8122219499190106,117.65,1,1
TX009679,C12333,1667.86,CARD,BANK_DECLINE,2,1.51,10,8,2,18106.87,951,1343.63,0.8190730017418514,4.55,1,0
TX009680,C02341,1263.49,CARD,INSUFFICIENT_FUNDS,0,7.84,18,16,2,21416.98,472,1349.09,0.876320192146456,47.35,0,1
TX009681,C00231,1503.12,UPI,TEMPORARY,0,23.53,15,13,2,19558.68,57,874.12,0.8415527613429203,77.76,5,1
TX009682,C13184,3670.71,CARD,INSUFFICIENT_FUNDS,0,20.58,16,13,3,38973.43,329,3239.97,0.8387800829870727,17.78,1,0
TX009683,C06583,996.69,CARD,TEMPORARY,2,1.79,16,13,3,17624.01,396,1058.43,0.8331583594771433,66.09,0,1
TX009684,C06375,6279.18,NETBANKING,BANK_DECLINE,0,5.45,26,22,4,61140.14,497,3848.06,0.8489225925386265,13.64,0,1
TX009685,C09702,971.94,UPI,INSUFFICIENT_FUNDS,0,9.6,14,11,3,15639.75,281,1324.05,0.817148982993745,6.76,3,0
TX009686,C04124,888.73,UPI,NETWORK_ERROR,0,19.15,13,10,3,10409.51,422,988.18,0.753031258477786,129.91,0,0
TX009687,C10362,1176.14,CARD,PERMANENT_DECLINE,0,6.18,15,14,1,14573.78,963,789.73,0.9028286929802769,43.15,1,1
TX009688,C06437,3035.96,CARD,INSUFFICIENT_FUNDS,0,56.51,16,14,2,33134.77,424,3252.3,0.873241719209663,93.4,0,1
TX009689,C04090,2885.02,NETBANKING,TEMPORARY,0,2.24,13,10,3,28575.55,377,3454.51,0.7705257154094449,28.89,1,1
TX009690,C05923,1096.43,CARD,INSUFFICIENT_FUNDS,1,13.87,21,17,4,17036.03,391,1358.26,0.8014644875011193,32.37,0,1
TX009691,C00093,1419.63,UPI,INSUFFICIENT_FUNDS,0,4.7,19,16,3,20979.45,675,1689.61,0.8478613765376746,7.08,0,1
TX009692,C04522,1324.39,CARD,TEMPORARY,0,4.81,18,17,1,17196.61,493,1170.7,0.9340069939159106,11.55,1,1
TX009693,C08872,1026.5,UPI,EXPIRED_CARD,0,12.01,15,12,3,12006.63,903,815.32,0.8323215727797666,1.46,1,0
TX009694,C02069,2736.26,CARD,BANK_DECLINE,0,7.63,25,22,3,39281.28,443,5549.55,0.8710809248854374,18.29,2,0
TX009695,C01779,536.91,WALLET,TEMPORARY,0,13.32,21,16,5,6970.88,1195,518.95,0.7559040146917557,23.72,0,1
TX009696,C09839,9768.2,UPI,TEMPORARY,0,5.51,26,24,2,112572.01,417,7933.1,0.928750934728466,3.29,1,0
TX009697,C06424,2095.87,UPI,TEMPORARY,0,1.52,21,18,3,27273.26,350,1911.82,0.8421092983959355,65.28,1,1
TX009698,C02050,857.24,UPI,PERMANENT_DECLINE,0,24.62,15,13,2,16133.1,721,936.71,0.8959117780019143,34.89,2,0
TX009699,C11218,373.76,UPI,PERMANENT_DECLINE,0,3.34,23,20,3,8565.37,737,393.05,0.8739214434708317,60.24,1,1
TX009700,C11632,2712.86,UPI,NETWORK_ERROR,0,34.84,19,16,3,31760.98,548,2537.53,0.8285655630461985,20.86,2,0
TX009701,C00522,617.26,CARD,INSUFFICIENT_FUNDS,2,1.73,25,22,3,13320.82,697,542.68,0.8988860908990707,73.2,0,0
TX009702,C03026,262.68,UPI,BANK_DECLINE,1,1.21,22,18,4,6185.85,696,172.75,0.8108132196147325,3.08,2,0
TX009703,C05556,5616.42,UPI,EXPIRED_CARD,1,30.49,17,14,3,57180.72,145,6008.7,0.8015853707139838,24.61,1,0
TX009704,C10971,1226.69,UPI,TEMPORARY,1,5.13,23,17,6,10604.12,423,1544.23,0.7316495908963632,56.1,0,1
TX009705,C01111,6458.07,NETBANKING,TEMPORARY,2,13.05,21,16,5,50502.8,317,8415.76,0.7816731755903154,66.11,1,1
TX009706,C12084,2228.71,UPI,TEMPORARY,2,5.56,21,16,5,27060.13,537,1360.41,0.7806925134192139,0.68,0,1
TX009707,C04792,2040.26,NETBANKING,TEMPORARY,1,18.97,26,21,5,23689.13,1172,1928.31,0.8123954607729947,4.84,1,1
TX009708,C01880,707.54,UPI,TEMPORARY,1,14.4,19,16,3,18465.38,863,985.62,0.8239404229805346,82.5,0,1
TX009709,C12951,1174.08,UPI,BANK_DECLINE,0,31.34,17,16,1,25773.4,193,1481.43,0.9218877245486256,62.66,3,1
TX009710,C01302,2988.36,UPI,NETWORK_ERROR,2,16.4,14,12,2,40588.95,991,2136.73,0.8614358761042973,7.25,0,1
TX009711,C01944,5245.39,UPI,INSUFFICIENT_FUNDS,2,20.07,20,18,2,52627.72,335,3484.66,0.8985810114165723,5.34,2,0
TX009712,C14244,3250.69,NETBANKING,BANK_DECLINE,1,3.99,24,18,6,35346.6,384,5122.72,0.7485785491591657,13.98,1,0
TX009713,C07794,2205.88,UPI,TEMPORARY,0,6.03,23,19,4,30637.66,194,1609.35,0.8408577256521885,39.38,1,1
TX009714,C06946,343.55,UPI,TEMPORARY,0,3.86,14,12,2,4903.6,621,455.33,0.8375144329467535,37.56,1,1
TX009715,C10311,4989.52,NETBANKING,NETWORK_ERROR,0,5.72,21,17,4,49630.01,357,4917.02,0.7950145706670041,22.51,2,0
TX009716,C09454,8945.18,UPI,TEMPORARY,0,19.09,21,17,4,94272.45,159,12841.94,0.8166127896794604,71.25,4,0
TX009717,C09204,5284.43,CARD,PERMANENT_DECLINE,0,3.98,19,17,2,58058.2,768,5128.15,0.892523725378659,20.4,1,0
TX009718,C00349,853.78,CARD,PERMANENT_DECLINE,2,2.95,15,11,4,14288.04,833,1040.97,0.7178721016200066,3.93,1,1
TX009719,C08277,702.21,CARD,NETWORK_ERROR,0,0.94,12,8,4,6738.92,687,520.87,0.6943158661940094,73.55,0,1
TX009720,C04181,3432.08,UPI,NETWORK_ERROR,0,13.49,19,16,3,38789.95,372,2200.31,0.830355959946364,10.85,1,0
TX009721,C12116,1613.17,UPI,BANK_DECLINE,0,1.08,8,6,2,17101.78,677,1625.39,0.7711455480313683,92.38,0,0
TX009722,C07581,4878.51,NETBANKING,TEMPORARY,3,2.55,22,19,3,49632.19,1029,3092.49,0.8743403833533508,21.49,0,0
TX009723,C01857,963.81,UPI,NETWORK_ERROR,1,4.97,22,20,2,13014.54,808,1318.24,0.8880747229844417,9.22,2,1
TX009724,C13294,3422.3,UPI,BANK_DECLINE,1,9.83,19,15,4,36861.86,1168,2829.66,0.7981060299127063,13.24,2,0
TX009725,C04265,728.92,UPI,NETWORK_ERROR,1,10.32,14,10,4,9044.08,982,889.09,0.7405656355863217,34.04,1,1
TX009726,C04072,4557.36,WALLET,TEMPORARY,1,0.66,20,18,2,48815.88,399,4190.83,0.8970347051112735,27.67,0,0
TX009727,C14045,965.58,CARD,NETWORK_ERROR,3,6.01,17,15,2,14009.07,1141,1051.21,0.863124289356707,9.09,0,0
TX009728,C11628,1405.6,CARD,BANK_DECLINE,0,1.72,10,7,3,14233.85,872,1526.49,0.7046246802983186,3.91,0,0
TX009729,C12893,7819.8,UPI,TEMPORARY,2,6.0,16,14,2,77863.06,493,7342.04,0.8648625547800031,88.79,0,0
TX009730,C09934,13938.19,WALLET,TEMPORARY,0,8.81,12,9,3,122709.11,982,16070.58,0.7198405460480103,36.39,1,0
TX009731,C13658,1087.56,CARD,TEMPORARY,0,10.1,22,21,1,14340.82,565,1539.42,0.9411979843612637,11.3,0,1
TX009732,C01730,2071.2,UPI,TEMPORARY,1,29.39,13,9,4,22043.67,355,2531.45,0.7195926361519936,18.22,0,1
TX009733,C09000,499.13,UPI,PERMANENT_DECLINE,0,4.21,11,9,2,6358.18,1130,667.71,0.7746438834602382,0.2,0,0
TX009734,C04401,2686.43,UPI,TEMPORARY,1,1.79,20,18,2,34921.02,663,1762.05,0.8766974195688214,67.17,2,1
TX009735,C05977,3818.3,CARD,TEMPORARY,0,1.16,18,16,2,45457.5,796,5143.98,0.9003332363553558,53.32,2,1
TX009736,C03568,1055.14,NETBANKING,PERMANENT_DECLINE,0,10.38,15,12,3,16906.35,968,664.89,0.8217726482413017,10.03,2,1
TX009737,C03076,1547.77,CARD,INSUFFICIENT_FUNDS,0,1.29,17,14,3,16770.6,846,2653.94,0.8220204493612412,2.62,2,0
TX009738,C06638,842.25,UPI,PERMANENT_DECLINE,2,7.38,26,24,2,10680.79,942,927.1,0.9177502127552805,12.21,1,1
TX009739,C13775,2312.58,CARD,PERMANENT_DECLINE,0,14.22,26,23,3,29210.72,655,2559.77,0.8749612480075905,15.64,0,1
TX009740,C09531,6233.21,UPI,TEMPORARY,0,11.78,15,13,2,72032.88,942,7562.02,0.8461074279633432,24.15,2,1
TX009741,C05241,1010.44,UPI,BANK_DECLINE,0,2.05,15,13,2,12606.45,324,760.53,0.870271139898587,13.56,0,1
TX009742,C06502,1531.94,CARD,PERMANENT_DECLINE,0,1.83,10,9,1,16018.42,1109,1345.17,0.9089430337298268,162.55,3,0
TX009743,C07948,1112.52,CARD,TEMPORARY,0,21.55,10,8,2,12933.64,877,1166.83,0.7531662574249886,27.84,0,1
TX009744,C03669,899.82,UPI,TEMPORARY,0,24.07,14,13,1,16034.8,728,545.03,0.8980475318919533,22.87,1,1
TX009745,C07819,3296.71,UPI,TEMPORARY,1,3.77,25,22,3,37520.41,104,3953.78,0.8607157076558452,2.13,2,0
TX009746,C10439,1023.22,UPI,TEMPORARY,0,72.0,13,9,4,12622.56,304,815.03,0.6820521510766865,3.49,3,0
TX009747,C03648,620.98,CARD,BANK_DECLINE,0,23.8,14,9,5,10911.31,1180,718.88,0.662652986616589,9.34,3,1
TX009748,C08768,1195.67,CARD,PERMANENT_DECLINE,1,5.69,16,12,4,19825.54,936,744.03,0.7417779842476754,17.3,2,0
TX009749,C10626,1216.81,UPI,NETWORK_ERROR,2,15.39,19,16,3,17122.46,728,1903.0,0.8509607011809396,19.17,3,1
TX009750,C07790,1502.86,CARD,TEMPORARY,0,23.96,15,14,1,18473.69,139,1728.27,0.9023102610709545,7.32,2,1
TX009751,C04380,1882.02,UPI,EXPIRED_CARD,1,54.55,18,13,5,29989.96,553,1958.49,0.7470391812851208,6.37,2,0
TX009752,C08317,3034.07,UPI,INSUFFICIENT_FUNDS,0,4.05,16,15,1,31463.3,435,3243.98,0.9169408612646135,32.01,0,1
TX009753,C11899,7867.64,CARD,PERMANENT_DECLINE,0,28.98,19,17,2,87406.12,219,8306.44,0.8813105893244341,28.75,1,0
TX009754,C03329,5747.57,CARD,TEMPORARY,0,0.2,19,14,5,53720.5,769,4464.45,0.7452810345316239,17.81,3,0
TX009755,C08621,3089.77,UPI,TEMPORARY,0,9.48,26,21,5,33965.59,798,2626.63,0.8118081270052278,22.3,0,0
TX009756,C10207,2701.28,UPI,INSUFFICIENT_FUNDS,0,12.68,15,13,2,36159.55,230,2384.95,0.8591944139259892,17.9,1,0
TX009757,C04823,404.08,UPI,TEMPORARY,0,35.46,19,15,4,8917.03,1060,308.29,0.7930790142515582,83.44,1,1
TX009758,C05813,1581.99,UPI,BANK_DECLINE,0,9.94,21,16,5,15677.13,390,2014.94,0.784364168541466,0.48,0,0
TX009759,C13333,1794.64,UPI,PERMANENT_DECLINE,0,17.23,23,20,3,26951.86,422,1462.74,0.8862791264343581,28.24,0,0
TX009760,C05453,2908.03,NETBANKING,PERMANENT_DECLINE,2,3.86,14,10,4,28564.68,845,2410.53,0.7142650068098902,3.82,3,0
TX009761,C08974,5256.66,WALLET,TEMPORARY,0,12.49,15,12,3,52328.53,99,5384.84,0.8249616715114623,16.1,1,1
TX009762,C02247,1677.09,CARD,BANK_DECLINE,1,22.15,23,20,3,19460.7,901,1795.41,0.8635615763936427,0.2,0,0
TX009763,C13890,2132.89,CARD,BANK_DECLINE,0,1.75,24,20,4,22089.58,393,2024.32,0.8533173986141455,27.02,0,1
TX009764,C08953,6388.69,NETBANKING,BANK_DECLINE,1,12.92,11,9,2,74951.81,857,5006.48,0.8333334704922492,39.94,1,0
TX009765,C11406,1572.52,NETBANKING,PERMANENT_DECLINE,1,0.97,15,13,2,17878.93,671,1991.23,0.845462703718597,95.17,2,0
TX009766,C09040,1049.87,UPI,TEMPORARY,0,12.32,17,14,3,17539.09,41,1540.9,0.8149990159802566,23.15,0,1
TX009767,C05333,878.36,UPI,INSUFFICIENT_FUNDS,0,10.08,18,14,4,14073.87,541,973.3,0.7563329590856215,30.52,1,0
TX009768,C05105,775.01,UPI,TEMPORARY,0,12.42,18,16,2,10366.49,38,663.84,0.8661381335013117,36.21,0,1
